gene	KO	Rescue	WT
gene_17412	266	440	1057
gene_17413	634	1007	2471
gene_17414	0	3	0
gene_17415	3	5	0
gene_17416	48	146	265
gene_17417	84	199	443
gene_17418	26	40	65
gene_17420	428	653	1808
gene_17421	275	544	1091
gene_17423	1482	2161	5346
gene_17425	803	1474	3330
gene_17426	3534	6902	15478
gene_17427	525	983	2432
gene_17429	0	0	0
gene_17430	0	0	0
gene_17431	193	353	648
gene_17432	1	4	3
gene_17433	36	24	79
gene_17434	11	5	42
gene_17435	81	150	321
gene_17436	0	0	5
gene_17438	1020	2329	4698
gene_17439	0	1	5
gene_17440	529	815	1940
gene_17441	12	23	46
gene_17442	1956	3007	7081
gene_17444	186	255	596
gene_17446	0	0	0
gene_17447	0	0	4
gene_17449	440	688	1719
gene_17450	0	0	0
gene_17451	1	1	3
gene_17452	277	596	1424
gene_17453	0	0	3
gene_17454	14	30	117
gene_17455	1	2	7
gene_17458	51	93	154
gene_17460	266	576	1172
gene_17461	0	1	3
gene_17465	0	0	0
gene_17466	3000	921	2076
gene_17468	748	1366	3379
gene_17469	252	491	970
gene_17470	1	0	3
gene_17472	132	271	702
gene_17473	373	918	2026
gene_17474	94	214	423
gene_17475	0	0	1
gene_17476	135	253	502
gene_17477	48	84	169
gene_17478	2	5	11
gene_17479	153	360	670
gene_17480	2	4	4
gene_17481	2	7	17
gene_17483	11	21	39
gene_17484	411	32	90
gene_17485	12	20	64
gene_17486	0	3	7
gene_17487	402	854	1614
gene_17488	140	267	534
gene_17490	253	575	1111
gene_17491	792	1500	3016
gene_17493	115	230	569
gene_17494	0	1	2
gene_17496	0	0	3
gene_17497	131	206	579
gene_17498	0	0	0
gene_17500	2368	3864	9035
gene_17501	0	0	1
gene_17502	1037	1477	3884
gene_17503	1693	2935	6477
gene_17504	1380	2573	6004
gene_17505	326	407	1081
gene_17506	0	0	0
gene_17507	6950	1399	3364
gene_17508	12	19	49
gene_17509	1529	2796	7188
gene_17510	334	679	1594
gene_17511	0	0	1
gene_17513	385	538	1524
gene_17515	366	792	1767
gene_17516	637	914	2567
gene_17520	3	13	18
gene_17522	0	0	3
gene_17523	335	714	1396
gene_17524	17	21	38
gene_17525	603102	1768	3876
gene_17526	96	205	332
gene_17527	403	824	1534
gene_17528	275	563	1180
gene_17529	35	55	143
gene_17530	14	23	54
gene_17531	3	2	0
gene_17532	1	4	5
gene_17533	91	346	590
gene_17534	277	509	1081
gene_17535	188	426	858
gene_17536	91	168	360
gene_17539	479	983	1914
gene_17540	0	0	9
gene_17547	1	0	0
gene_17548	700	1380	2887
gene_17558	319	573	1190
gene_17559	5	15	22
gene_17560	72	138	216
gene_17561	0	0	0
gene_17563	7	4	19
gene_17564	3213	7126	14727
gene_17565	7917	454	875
gene_17566	0	0	0
gene_17567	273	658	1141
gene_17568	0	1	0
gene_17569	0	0	0
gene_17570	206	515	1077
gene_17575	80	163	285
gene_17578	3184	6004	14623
gene_17581	370	1382	3621
gene_17584	1	0	0
gene_17586	588	1051	2257
gene_17587	281	585	1236
gene_17588	525	758	1829
gene_17589	894	1770	4419
gene_17591	485	1170	2623
gene_17592	748	1581	3332
gene_17593	57	223	372
gene_17595	376	690	1406
gene_17596	5864	9490	20573
gene_17598	0	1	0
gene_17604	1579	2912	6723
gene_17605	5	14	22
gene_17606	925	1878	4439
gene_17608	108	245	573
gene_17609	341	678	1362
gene_17610	344	686	1357
gene_17612	395	1443	2918
gene_17613	74	134	288
gene_17614	223	534	1157
gene_17615	2894	7056	14754
gene_17616	970	2056	4677
gene_17617	7	13	18
gene_17618	388	637	1465
gene_17619	4613	778	1599
gene_17620	1	3	11
gene_17621	443	1009	2452
gene_17622	1	2	6
gene_17623	0	0	0
gene_17625	0	0	11
gene_17627	0	3	0
gene_17628	32	38	116
gene_17629	381	770	1556
gene_17630	834	1748	4140
gene_17631	167	251	544
gene_17632	655	1090	2382
gene_17633	98	223	398
gene_17634	136	274	615
gene_17635	544	872	2272
gene_17636	1156	924	2511
gene_17637	627	1089	2668
gene_17638	1305	1920	4488
gene_17639	113	125	382
gene_17640	632	1003	2605
gene_17641	1	1	2
gene_17643	5	6	3
gene_17645	67	163	292
gene_17646	158	74	183
gene_17647	431	690	1620
gene_17648	413	683	1620
gene_17649	0	0	1
gene_17650	2	4	1
gene_17651	189	383	799
gene_17652	0	0	4
gene_17653	9	22	53
gene_17654	695	1348	3191
gene_17655	71	94	231
gene_17658	181	668	1272
gene_17659	1	2	0
gene_17660	0	0	0
gene_17661	26	53	163
gene_17663	0	3	1
gene_17667	0	2	0
gene_17670	0	0	0
gene_17671	38	66	127
gene_17673	1	0	0
gene_17674	386	565	1232
gene_17678	1	1	2
gene_17679	5	22	53
gene_17684	0	0	0
gene_17688	638	1008	2498
gene_17689	170	419	752
gene_17690	786	1545	3268
gene_17691	90	124	327
gene_17692	776	1550	3360
gene_17693	656	962	2269
gene_17694	19	49	58
gene_17695	28	88	124
gene_17696	223	445	870
gene_17697	1360	3128	6176
gene_17698	8971	16129	48730
gene_17699	1	2	3
gene_17700	92	154	441
gene_17701	8	14	18
gene_17704	1642	2526	6925
gene_17706	4	2	11
gene_17707	24	28	59
gene_17708	0	0	0
gene_17709	420	627	1564
gene_17710	0	0	0
gene_17711	0	0	1
gene_17712	344	773	1514
gene_17713	622	1271	2678
gene_17714	8	25	64
gene_17715	0	0	0
gene_17731	322	566	1512
gene_17733	913	2117	4074
gene_17734	242	478	1010
gene_17735	161	327	619
gene_17736	11	35	38
gene_17737	0	0	0
gene_17738	906	1915	3742
gene_17740	60	73	170
gene_17741	766	1576	3194
gene_17742	25	43	130
gene_17743	415	873	1754
gene_17745	0	0	1
gene_17746	0	0	1
gene_17747	0	0	2
gene_17750	1020	2216	5355
gene_17751	1	0	1
gene_17752	0	0	1
gene_17753	1490	2131	5786
gene_17754	0	0	0
gene_17755	0	0	1
gene_17757	81	113	220
gene_17758	2	3	3
gene_17759	1	1	1
gene_17760	3	6	13
gene_17761	11	4	40
gene_17762	10027	12774	33859
gene_17763	636	1161	2654
gene_17764	286	543	1223
gene_17765	113	278	600
gene_17766	655	1458	2976
gene_17767	284	399	960
gene_17768	6508	15849	36016
gene_17770	642	1431	2881
gene_17771	183	265	696
gene_17772	975	1674	3815
gene_17773	0	0	0
gene_17775	115	264	584
gene_17779	2409	15	44
gene_17784	0	0	0
gene_17787	130	350	643
gene_17788	155	465	899
gene_17789	154	323	760
gene_17790	0	5	1
gene_17791	2	8	11
gene_17792	12	38	75
gene_17793	2	7	10
gene_17794	198	373	884
gene_17795	64	59	262
gene_17796	15816	26898	68778
gene_17797	30418	631	1476
gene_17798	7028	10382	31924
gene_17799	726	1195	2530
gene_17800	15	24	61
gene_17801	153	212	506
gene_17802	159	232	510
gene_17803	2	4	7
gene_17804	184	337	713
gene_17805	0	0	0
gene_17807	587	923	2362
gene_17808	1206	1756	4607
gene_17809	410	662	1271
gene_17810	43	87	185
gene_17811	405	537	1231
gene_17812	507	792	1925
gene_17813	159	327	917
gene_17814	203	373	1041
gene_17815	0	10	34
gene_17816	9	25	55
gene_17817	444	758	1721
gene_17818	969	2103	5477
gene_17820	120	196	509
gene_17821	306	616	1650
gene_17822	0	1	1
gene_17823	185	436	837
gene_17824	1132	1609	4346
gene_17825	1	2	11
gene_17826	626	1023	2601
gene_17827	852	1329	3305
gene_17828	1460	2441	5995
gene_17829	1283	2194	5206
gene_17830	1364	2245	6205
gene_17831	186	389	706
gene_17832	6226	1012	2059
gene_17833	0	0	2
gene_17834	591	980	2390
gene_17835	491	691	1511
gene_17836	886	1158	3133
gene_17837	0	0	0
gene_17838	13	38	83
gene_17839	0	1	5
gene_17840	453	859	1670
gene_17841	58	41	82
gene_17842	491	832	1920
gene_17843	50	96	230
gene_17844	4508	6883	15191
gene_17846	1632	52	120
gene_17847	1393	1951	4888
gene_17848	2	2	14
gene_17849	5624	9493	22137
gene_17850	303	442	995
gene_17851	647	880	2535
gene_17852	1449	39	81
gene_17853	714	1224	3167
gene_17854	530	818	2088
gene_17855	332	465	1146
gene_17856	595	779	1942
gene_17857	629	850	2119
gene_17858	36	71	184
gene_17859	733	1227	3421
gene_17860	0	0	0
gene_17861	42	37	133
gene_17862	205	308	726
gene_17863	1055	1486	3558
gene_17864	0	0	0
gene_17865	992	1498	3902
gene_17866	309	465	1262
gene_17868	1256	578	1371
gene_17869	394	978	2349
gene_17870	4	15	26
gene_17871	2055	2466	7238
gene_17872	176	229	549
gene_17873	0	0	0
gene_17874	138	334	875
gene_17875	62	147	335
gene_17876	0	5	7
gene_17877	0	0	0
gene_17879	11	20	37
gene_17880	0	0	0
gene_17882	691	1063	2898
gene_17883	0	0	0
gene_17884	164	226	611
gene_17885	1	1	1
gene_17886	359	601	1529
gene_17887	4	1	5
gene_17888	484	809	2214
gene_17889	20	29	102
gene_17892	17	36	96
gene_17893	567	1007	2286
gene_17894	570	960	2083
gene_17895	659	1337	3150
gene_17896	246	399	1177
gene_17897	77	160	342
gene_17900	1609	3024	6756
gene_17901	1	0	0
gene_17902	210	408	1087
gene_17903	0	0	0
gene_17904	1080	1728	4441
gene_17905	955	1732	4634
gene_17906	2	1	15
gene_17907	368	658	1443
gene_17908	1431	2399	5783
gene_17909	9	23	46
gene_17910	0	2	6
gene_17911	4	1	5
gene_17914	33	43	89
gene_17915	797	1334	2774
gene_17916	34	62	119
gene_17917	9	13	45
gene_17918	15	36	94
gene_17920	0	1	0
gene_17921	3572	6116	14980
gene_17922	1439	1499	3494
gene_17923	218	469	996
gene_17924	5	14	19
gene_17925	314	569	1420
gene_17926	8	15	30
gene_17927	869	1329	3421
gene_17929	226	341	781
gene_17930	0	0	0
gene_17931	745	1372	3178
gene_17932	216	491	837
gene_17933	0	0	2
gene_17934	0	0	0
gene_17935	355	647	1404
gene_17936	983	1719	4002
gene_17937	11	12	27
gene_17938	1	0	0
gene_17939	48	89	247
gene_17940	334	693	1411
gene_17941	1	1	10
gene_17942	873	1258	3325
gene_17943	3	4	16
gene_17944	1161	2001	4667
gene_17945	1014	1790	4079
gene_17946	1	0	0
gene_17948	63	216	465
gene_17949	23661	859	2925
gene_17950	532	833	2396
gene_17951	21531	30099	85073
gene_17952	339	549	1473
gene_17953	234	346	794
gene_17954	4359	7756	18793
gene_17955	3	9	18
gene_17956	552	798	2142
gene_17957	14	23	83
gene_17958	880	1192	3481
gene_17959	25	54	204
gene_17961	10	27	86
gene_17964	1	1	1
gene_17965	0	1	0
gene_17966	14	22	75
gene_17967	1377	2081	5721
gene_17968	457	822	2048
gene_17969	1023	1672	4316
gene_17970	2	1	1
gene_17971	3	4	11
gene_17972	1190	1896	4628
gene_17973	1	0	5
gene_17974	0	0	0
gene_17976	2177	3261	9088
gene_17980	0	0	1
gene_17987	3	4	5
gene_17992	1264	58	117
gene_17993	786	1353	3913
gene_17994	178	90	208
gene_17995	799	1381	3232
gene_17996	132	259	539
gene_17999	0	0	0
gene_18005	0	0	2
gene_18006	919	1641	4041
gene_18007	7	12	36
gene_18008	453	755	1751
gene_18009	657	1078	3038
gene_18010	3	0	9
gene_18011	1305	1662	5159
gene_18012	1	1	12
gene_18013	2	0	9
gene_18014	683	1349	3282
gene_18015	28	72	128
gene_18016	0	0	3
gene_18019	25	48	192
gene_18020	130	193	527
gene_18021	427	531	1357
gene_18022	393	558	1290
gene_18023	894	1372	3394
gene_18024	1448	2191	5313
gene_18025	257	446	1050
gene_18026	2848	4619	10908
gene_18027	28	34	78
gene_18028	1127	1762	4049
gene_18029	0	0	4
gene_18030	0	3	15
gene_18031	0	1	2
gene_18033	21	74	217
gene_18034	2038	3202	10184
gene_18035	55	122	293
gene_18036	11345	923	3345
gene_18037	3	0	9
gene_18038	3	0	9
gene_18041	45	130	735
gene_18042	2254	4524	12788
gene_18043	955	2044	5359
gene_18044	282	753	1812
gene_18045	812	1574	4303
gene_18046	474	796	1961
gene_18047	130	302	736
gene_18048	3903	5378	15918
gene_18049	505	1112	3347
gene_18050	923	1124	3292
gene_18051	60	116	239
gene_18052	1992	2304	8015
gene_18053	432	635	1822
gene_18054	1	0	5
gene_18055	1753	2748	7940
gene_18056	0	3	3
gene_18057	8	15	13
gene_18059	0	2	1
gene_18060	0	2	0
gene_18062	258	481	1246
gene_18063	174	623	1851
gene_18064	1625	4131	10535
gene_18065	1	3	7
gene_18066	3	9	22
gene_18067	68	192	479
gene_18068	493	1190	3402
gene_18069	323	797	1951
gene_18070	2	0	0
gene_18071	42	86	182
gene_18072	1292	1781	5347
gene_18073	348	389	1413
gene_18074	113	328	676
gene_18075	37	56	111
gene_18076	1343	2143	5191
gene_18077	990	1477	4323
gene_18078	61	75	240
gene_18079	141	184	607
gene_18080	346	81	214
gene_18081	0	0	3
gene_18082	393	559	1348
gene_18083	748	967	2765
gene_18084	670	945	2635
gene_18085	402	725	1363
gene_18086	140	221	510
gene_18087	113	260	627
gene_18088	32	110	366
gene_18089	5	8	25
gene_18090	1	6	14
gene_18091	5	9	25
gene_18092	10284	13059	32163
gene_18093	139	93	412
gene_18094	1	2	9
gene_18095	1	5	5
gene_18096	1574	2223	5907
gene_18097	3416	4835	15086
gene_18098	19	25	72
gene_18099	49	71	183
gene_18100	707	1075	2933
gene_18101	77	124	379
gene_18102	48	84	209
gene_18103	55	62	216
gene_18104	1387	2372	6204
gene_18105	53	77	234
gene_18106	594	627	1666
gene_18107	178	316	728
gene_18108	438	561	1424
gene_18109	4086	1329	3556
gene_18110	101	166	433
gene_18111	87	153	413
gene_18112	949	1545	4067
gene_18113	0	0	3
gene_18114	1	1	9
gene_18118	990	2253	4447
gene_18119	245	740	1524
gene_18120	0	3	4
gene_18121	18	23	134
gene_18122	133	252	535
gene_18124	1612	3387	7187
gene_18125	0	0	0
gene_18126	4	18	9
gene_18127	1087	2235	4088
gene_18128	22	56	121
gene_18129	121	248	489
gene_18130	1121	2554	5243
gene_18131	232	393	945
gene_18149	0	5	19
gene_18150	0	7	5
gene_18151	3301	7200	18944
gene_18152	145	344	821
gene_18153	85833	2660	5137
gene_18154	266	496	995
gene_18157	0	0	0
gene_18158	0	0	0
gene_18160	0	0	0
gene_18161	0	0	1
gene_18162	0	0	1
gene_18164	0	0	0
gene_18165	0	0	2
gene_18166	2594	5142	12124
gene_18167	1	5	9
gene_18172	0	0	0
gene_18176	0	0	0
gene_18177	5	13	17
gene_18178	10	18	58
gene_18179	5	17	31
gene_18180	8	28	55
gene_18181	243	428	867
gene_18182	26	58	127
gene_18183	0	0	0
gene_18184	678	1526	2493
gene_18186	13	22	43
gene_18187	0	1	3
gene_18189	0	0	3
gene_18191	21	20	110
gene_18192	23	63	60
gene_18193	2837	6793	13510
gene_18194	2	4	13
gene_18195	0	6	17
gene_18196	0	0	3
gene_18197	0	0	1
gene_18198	11	32	48
gene_18199	6	2	7
gene_18200	16	33	49
gene_18201	698	1247	2595
gene_18202	10030	2122	3424
gene_18203	12	21	43
gene_18204	5349	11497	22518
gene_18205	1	4	6
gene_18206	67	120	335
gene_18207	843	1539	3420
gene_18208	144	226	519
gene_18209	77	147	302
gene_18212	789	1568	3340
gene_18213	874	3080	8232
gene_18214	0	0	0
gene_18215	1	8	24
gene_18216	1	1	12
gene_18217	2	10	7
gene_18218	29	56	68
gene_18220	0	1	2
gene_18221	1	10	17
gene_18222	0	0	4
gene_18224	0	5	5
gene_18225	0	1	4
gene_18228	0	3	3
gene_18233	0	0	0
gene_18234	126	290	492
gene_18235	1979	3565	7785
gene_18236	173	338	688
gene_18237	30	33	99
gene_18238	1	0	0
gene_18239	0	0	0
gene_18254	0	0	0
gene_18255	7	8	16
gene_18264	568	1243	2402
gene_18265	23	64	98
gene_18267	5	39	88
gene_18268	303	557	1287
gene_18269	3	7	13
gene_18270	1430	3114	6185
gene_18271	571	1180	2524
gene_18272	216	103	133
gene_18273	874	1666	3546
gene_18274	1024	1821	3670
gene_18275	118	228	445
gene_18276	3	25	70
gene_18279	1	0	0
gene_18280	1025	2947	5724
gene_18281	158	368	586
gene_18282	0	0	0
gene_18283	177	602	964
gene_18284	955	1789	3728
gene_18287	8	12	28
gene_18288	0	0	0
gene_18289	202	443	833
gene_18290	108	251	510
gene_18291	49	104	175
gene_18292	18	20	15
gene_18299	1413	4449	8294
gene_18301	38	87	245
gene_18302	365	857	1529
gene_18303	271	550	1048
gene_18304	7	9	18
gene_18305	162	316	654
gene_18306	251	446	892
gene_18307	0	1	6
gene_18308	0	2	0
gene_18309	48	86	186
gene_18310	8	19	39
gene_18311	201	457	938
gene_18312	458	1101	1941
gene_18313	11	9	78
gene_18316	222	556	914
gene_18318	210	611	1083
gene_18319	19	53	78
gene_18320	1	0	1
gene_18321	518	1029	1933
gene_18322	0	0	1
gene_18324	5	17	16
gene_18326	102	262	472
gene_18327	0	4	1
gene_18328	5	26	34
gene_18329	2	8	11
gene_18330	50	161	272
gene_18331	0	0	1
gene_18332	66	146	307
gene_18333	0	1	0
gene_18334	314	730	1379
gene_18335	5	10	18
gene_18336	2	7	30
gene_18341	7	19	27
gene_18343	5	9	17
gene_18345	50	157	251
gene_18346	570	1835	3073
gene_18348	57	328	700
gene_18351	0	0	1
gene_18352	24	68	116
gene_18355	120	959	1598
gene_18356	1	15	14
gene_18358	3	4	16
gene_18359	0	0	16
gene_18360	473	996	1678
gene_18362	259	555	1207
gene_18369	241	463	928
gene_18370	408	984	1746
gene_18371	592	1563	2652
gene_18374	0	0	0
gene_18377	0	0	0
gene_18378	191	557	858
gene_18380	0	1	0
gene_18381	0	0	1
gene_18382	345	534	1239
gene_18386	81	278	543
gene_18387	0	0	2
gene_18389	13375	1810	2967
gene_18391	0	0	1
gene_18392	64709	3494	6973
gene_18393	0	0	0
gene_18394	322	639	1257
gene_18395	8	29	32
gene_18396	0	0	2
gene_18397	2	7	5
gene_18398	148	383	608
gene_18401	82	191	364
gene_18404	0	0	0
gene_18408	2	2	6
gene_18409	206	449	721
gene_18411	886	1925	4031
gene_18412	131	344	596
gene_18413	2266	5195	10072
gene_18414	279	605	1091
gene_18415	1328	3468	7131
gene_18416	1	7	22
gene_18418	667	1520	3046
gene_18422	0	0	1
gene_18424	203	375	981
gene_18428	227	532	1172
gene_18429	1992	4470	9803
gene_18430	19	88	115
gene_18431	0	1	0
gene_18435	0	1	3
gene_18436	565	1309	2520
gene_18437	91	356	586
gene_18438	10	29	30
gene_18439	331	729	1366
gene_18440	13	24	63
gene_18441	138	307	592
gene_18445	0	0	0
gene_18448	57	131	192
gene_18449	0	0	0
gene_18452	43	67	163
gene_18453	9	5	29
gene_18457	1141	3131	5390
gene_18458	3991	10112	18673
gene_18459	32	62	122
gene_18460	506	888	1549
gene_18461	1	1	1
gene_18462	44	55	155
gene_18463	0	0	1
gene_18464	0	0	0
gene_18465	28	59	101
gene_18466	6848	17539	35056
gene_18467	8	14	19
gene_18469	157	467	1070
gene_18470	14	29	79
gene_18477	903	1955	3913
gene_18478	1	0	1
gene_18480	423	1149	1936
gene_18481	2	0	6
gene_18482	95	193	344
gene_18485	7730	3192	8097
gene_18486	12	48	61
gene_18488	0	0	1
gene_18489	0	0	1
gene_18490	17	20	64
gene_18491	1	6	13
gene_18500	0	1	12
gene_18501	74	165	273
gene_18503	3	2	17
gene_18504	26	94	114
gene_18506	479	1383	2056
gene_18507	111	318	641
gene_18508	14	46	70
gene_18509	0	0	3
gene_18511	0	0	0
gene_18512	563	1584	2810
gene_18513	8	13	24
gene_18516	0	0	1
gene_18517	965	1919	3730
gene_18518	0	0	1
gene_18519	0	0	1
gene_18521	4	6	20
gene_18522	90	249	466
gene_18523	1	0	3
gene_18524	0	0	1
gene_18525	0	0	1
gene_18526	0	2	0
gene_18527	5880	10733	24374
gene_18528	18	48	96
gene_18529	87	133	212
gene_18530	70	186	273
gene_18532	50	147	219
gene_18533	1	0	1
gene_18535	132	299	562
gene_18536	15	52	57
gene_18537	16	25	67
gene_18540	1	0	4
gene_18551	0	0	0
gene_18552	0	1	1
gene_18553	0	1	3
gene_18555	0	0	3
gene_18556	31	92	97
gene_18557	211	287	755
gene_18558	34	73	132
gene_18559	375	775	1579
gene_18563	17	0	7
gene_18564	221	478	1009
gene_18565	0	2	0
gene_18566	458	812	1671
gene_18567	64	103	164
gene_18568	487	1107	2127
gene_18569	44	86	178
gene_18570	750	1234	2693
gene_18571	2138	5092	9752
gene_18572	0	0	0
gene_18574	0	2	7
gene_18575	2	8	22
gene_18576	1	2	4
gene_18577	0	1	14
gene_18578	3	20	62
gene_18579	711	246	555
gene_18580	0	0	1
gene_18583	15	28	45
gene_18588	0	9	0
gene_18589	194	532	972
gene_18590	4	8	41
gene_18592	2	3	6
gene_18593	37	71	108
gene_18594	15	34	62
gene_18596	0	2	5
gene_18597	5	37	91
gene_18598	1	4	13
gene_18599	14	27	106
gene_18600	0	0	0
gene_18601	0	0	0
gene_18603	504	1175	2103
gene_18604	0	0	2
gene_18605	903	5	21
gene_18607	0	0	1
gene_18609	1	0	1
gene_18614	0	0	0
gene_18619	0	0	0
gene_18623	0	0	2
gene_18624	194	421	884
gene_18628	1	6	2
gene_18629	414	990	1851
gene_18630	139	214	492
gene_18631	129	216	419
gene_18632	5	12	16
gene_18633	47	124	168
gene_18634	412	874	1682
gene_18635	11	31	53
gene_18636	288	608	1007
gene_18637	0	2	1
gene_18638	11	14	21
gene_18640	106	228	421
gene_18641	0	2	7
gene_18642	93	223	421
gene_18643	36	86	103
gene_18646	2	4	6
gene_18650	2503	771	1732
gene_18651	35	185	407
gene_18652	284	1580	3399
gene_18653	1	21	29
gene_18655	0	3	0
gene_18656	1	38	27
gene_18665	760	1129	2445
gene_18666	1	2	1
gene_18667	6079	742	1331
gene_18668	337	662	1180
gene_18671	227	569	1107
gene_18672	991	2395	4344
gene_18673	0	1	0
gene_18675	0	0	0
gene_18680	1	18	11
gene_18682	1434	4112	7474
gene_18684	510	1256	2134
gene_18685	51	113	205
gene_18686	0	4	4
gene_18687	0	0	0
gene_18688	102384	2191	3522
gene_18689	229	570	1128
gene_18696	0	0	0
gene_18697	403	973	1674
gene_18698	175	284	510
gene_18704	24	37	113
gene_18705	377	759	1786
gene_18706	3	6	10
gene_18708	268	675	1249
gene_18709	937	3471	5103
gene_18710	19	28	69
gene_18711	470	1505	2697
gene_18712	2	9	4
gene_18713	0	0	0
gene_18718	51	76	179
gene_18719	135	3	1
gene_18721	3	0	3
gene_18723	86	227	504
gene_18724	0	4	0
gene_18725	319	866	1452
gene_18726	535	1422	2242
gene_18727	3	1	0
gene_18728	7	4	5
gene_18730	135	370	831
gene_18731	1000	2113	4182
gene_18732	245	627	1032
gene_18733	184	443	680
gene_18734	249	590	1212
gene_18735	17	41	58
gene_18736	0	1	0
gene_18737	845	1850	3422
gene_18738	74	148	192
gene_18739	1	0	2
gene_18740	492	1057	2113
gene_18741	3384	7576	14865
gene_18742	446	874	1747
gene_18743	0	1	5
gene_18744	1094	2491	4869
gene_18745	326	763	1439
gene_18746	0	0	2
gene_18747	734	1801	4179
gene_18748	34	83	195
gene_18749	15697	3867	10389
gene_18750	29	41	81
gene_18751	1733	3150	7260
gene_18752	11	14	31
gene_18753	224	198	577
gene_18754	2	0	7
gene_18755	87	175	374
gene_18756	0	0	0
gene_18757	0	0	0
gene_18759	29	62	83
gene_18760	514	913	2311
gene_18761	456	836	1838
gene_18762	1228	2686	5348
gene_18763	4990	10427	20690
gene_18764	186	323	890
gene_18765	436	737	1599
gene_18766	2614	5887	11670
gene_18767	2	8	17
gene_18768	2	1	3
gene_18769	340	642	1405
gene_18770	2	7	15
gene_18771	1	0	9
gene_18773	1604	2983	6478
gene_18774	1174	2063	4616
gene_18777	0	0	0
gene_18778	24	57	264
gene_18779	1	0	0
gene_18780	212	384	805
gene_18781	16	29	48
gene_18782	9	16	52
gene_18784	0	0	7
gene_18785	175	351	780
gene_18786	10234	20567	44619
gene_18788	25	98	147
gene_18790	1	1	0
gene_18791	438	911	1778
gene_18792	1264	2458	5311
gene_18793	749	2702	7032
gene_18794	349	1255	3257
gene_18795	867	1619	3619
gene_18796	868	2003	3758
gene_18799	879	1855	3718
gene_18802	0	0	6
gene_18803	0	0	0
gene_18804	0	0	9
gene_18805	1055	4248	9593
gene_18806	21	91	200
gene_18807	2	4	6
gene_18808	39	90	141
gene_18809	163	26	33
gene_18810	461	996	2066
gene_18811	640	1346	2420
gene_18812	779	1466	2912
gene_18813	6	10	23
gene_18814	134	275	551
gene_18815	1262	2303	5092
gene_18816	9	19	55
gene_18817	5	11	41
gene_18818	1284	2477	5151
gene_18819	98	216	365
gene_18820	7	17	24
gene_18821	488	1017	2087
gene_18822	189	442	776
gene_18823	1123	2736	4682
gene_18824	6	7	16
gene_18825	6	8	17
gene_18826	0	1	0
gene_18827	0	0	0
gene_18828	10	12	58
gene_18829	21	47	96
gene_18830	35	108	144
gene_18831	16	65	50
gene_18832	6	14	22
gene_18833	33	53	104
gene_18834	1418	3006	6334
gene_18835	710	1462	3109
gene_18836	274	860	1821
gene_18837	368	616	1274
gene_18838	516	796	2020
gene_18839	13	16	53
gene_18840	100	149	348
gene_18841	293	535	1077
gene_18842	174	360	670
gene_18843	1053	2037	4328
gene_18844	56	116	232
gene_18845	0	1	0
gene_18846	24	91	133
gene_18847	3	11	21
gene_18848	1110	2331	5100
gene_18850	927	2073	3793
gene_18851	80858	898	1667
gene_18852	0	2	8
gene_18854	652	1420	2794
gene_18855	9	14	24
gene_18857	0	0	1
gene_18859	0	0	1
gene_18860	173	552	1056
gene_18861	1514	3130	6922
gene_18862	254	616	1093
gene_18863	0	0	1
gene_18864	0	2	7
gene_18865	16	50	145
gene_18866	1	10	52
gene_18867	0	0	0
gene_18868	0	1	4
gene_18870	0	0	1
gene_18878	1	0	13
gene_18883	240	463	840
